Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
64605.0,-2.22048063221425,0.37740733374957597,0.664538617307826,-1.44492460801171,-3.13149152181586,0.44985468945309703,0.930126283325758,0.18477020625867102,1.13143800395675,-1.07963061166927,1.31044194204446,1.26025674836031,0.17105167742586902,0.0531453860286129,0.8964342791729399,-0.330309885618982,0.115146396090742,0.847149067088809,1.76877061369145,-0.805662045083203,0.14661346453950302,1.03535418356966,-0.3848349391458061,0.6811466585073299,-0.227010850985311,0.0629661399026379,-0.646264602912984,-0.44133996500741707,365.0,0
136630.0,0.21056038775402397,0.6472858789213269,-2.34868823986573,-0.0195441362806628,3.3169077005274903,3.35653730721605,1.1863523568781398,0.48308792152704605,-1.25953559727982,0.0750180101385324,0.015782651109043998,-0.29305854807876597,-0.28734905748121603,1.2246334255184899,1.4862346852573,-2.21737974435115,0.7748857873732349,-0.100900664815214,2.6594242355130495,0.42160209586236,0.47100754341347395,1.3811443792358702,-0.22937101618685501,0.806927076371966,0.11697716849238199,0.49514519864538903,0.182678138757815,0.18193687725625002,88.56,0
83113.0,-1.3975555538942301,0.8986242138123579,-0.0449223111590524,-2.6941808344958402,2.4051540629442205,3.20413603349926,0.48546319066803,0.526852702248293,0.9247754616232571,0.987916271250989,0.0173196796149244,-0.3886696434316,-0.123857645195032,-0.6182523462765239,0.8399645899297941,0.7053307551514579,-1.4285873829153002,-0.0215718316609392,-0.402464608046307,0.6705067648287499,-0.41191670555897897,-0.505263481422465,-0.0248121276577859,1.02532818582928,0.00583778143680469,0.707048883545681,0.43394537572424896,-0.0809680693554429,23.84,0
45783.0,-3.10931398551342,3.6721303496295397,-4.261929141325839,1.3296218123527699,-0.7081308809335971,-1.3434117965691998,-0.13964206978585197,1.37656332320772,0.5526078670172391,1.07519701341839,2.6903660065349,1.2044667391578001,0.653350665225124,-3.05151874494156,0.6295779345407879,0.952152178118685,3.3464895877634597,1.35116353060424,-0.842670181087629,0.641967151739736,-0.281170430255325,-0.11213400595935302,0.0280055114870568,-0.0987618857563697,-0.11399370837544501,-0.397764294633355,0.5715028274602789,-0.00800724818590283,89.99,0
75023.0,1.27448939297608,0.318850738568032,0.26303907148037897,0.6569434681554499,0.295553156798231,0.37268302787076296,-0.11358836705837,0.0411171836704025,-0.207256778148565,0.0914585916809201,0.408875448467685,1.32716402994805,1.77158568705221,0.0375364382520949,0.39898143081401793,0.8939443101330841,-1.3812661484455901,0.556607709978198,0.424990436663711,0.0114070063708792,-0.214867895345999,-0.567496132941177,-0.0821979767870973,-1.0386622994319001,0.503496767530273,-0.560605142455654,0.0424481933537313,0.0130821949436201,0.12,0
157874.0,2.18843802436568,-0.41279818965443893,-1.6295927808053001,-0.211671821073954,-0.18444012861485298,-1.36486559600937,0.23783581856181898,-0.574413031439371,-0.8894792997243341,0.8877747847419991,-0.9094805380588391,0.680776627888251,1.3576711281199398,0.048290968809378,-0.7681941253421379,-2.18238506188074,0.13875314452100304,0.353218149564336,-0.5783758434332379,-0.551831265129919,-0.342896043061234,-0.254675497843972,0.10514308116733698,0.105657412126341,0.165450240296441,0.601038343499216,-0.068177613463495,-0.0700240680016269,14.0,0
44656.0,1.27314573162522,-0.5694014508669301,0.0586926986607477,-0.6672554535444088,-0.9046896107411049,-0.951838552054667,-0.19917369815770303,-0.141110827724483,-1.23348303552383,0.849497974072817,1.1442839717756499,0.11963717161305999,-0.780247470618264,0.684104811427077,0.11430629436164802,-1.13949817701025,-0.136553645614552,0.965444083073645,-0.199776247978727,-0.43403895113157204,-0.7340102311780808,-1.896464508834,0.24505104849771803,0.281548517889858,-0.0882636388060032,0.607666115585834,-0.0951152273844482,0.00460084442778382,56.9,0
127317.0,1.75814106155148,-0.8099062638463579,-1.00878280736344,-0.0118502229623256,-0.11559311974488301,0.327177171995102,-0.281038279675275,0.10225191936737402,1.05437848326379,-0.17416450515834,0.25650530968249896,1.22821332212175,0.275324810873927,0.0463977802920928,-0.641920939303449,0.255177588198395,-0.743712874387175,0.0368868733365939,0.8595529192149121,0.11869185326247901,-0.32070772995172697,-1.08494828992008,0.272178326809026,0.0625378053295961,-0.45977805624540397,-0.441839410993743,-0.0321763876127271,-0.0257549955106745,139.98,0
57562.0,-2.24067575652686,-0.730573753813547,1.09033312877871,0.6142068547907789,0.543655957546883,-0.34354393039529396,0.193536227325124,0.164510881684263,0.7499576392150809,0.216391462123294,0.7999002400617221,0.15617374754425198,-2.04792508091575,0.032232360992192004,-1.1744751286302701,-0.27121706313127203,-0.155376914176137,-0.155744349111606,-0.5484952928174299,-1.0173258304583899,-0.152363528156465,0.565087630052002,0.8618436478690908,0.196986246397257,0.136207570503774,-0.46899694758336996,0.00810230294443833,0.264621260807839,19.92,0
57160.0,-12.7474939485601,10.970855976082499,-7.81135789075925,-0.24990688757376503,-5.991777803463809,4.57629013221605,-16.5366621597366,-23.202011180114603,-2.8533240721342,-4.28323545219936,-1.99150381854106,4.57408224145334,-2.48878192106614,7.667725750558191,-0.8794681170273249,3.60608917453548,2.44304210592375,1.23700186402923,-1.61431861319315,7.40364899598984,-13.9095800698207,3.33922700256428,3.14765071463673,-0.8326029947831299,-0.021082047293406004,-0.0236921659343734,-0.580379641312236,0.268031700501091,1.98,0
